date,ticker,open,high,low,close,volume,ma_10,ma_20,ema_20,momentum,volatility,next_day_return
2025-04-09,NVDA,98.89,115.1,97.53,114.33,612918300,105.443,111.812,109.972,3.91,8.41907,-0.0591271
2025-04-10,NVDA,109.37,110.86,99.15,107.57,437812400,105.057,111.412,109.743,5.77,8.42093,0.0312355
2025-04-11,NVDA,108.5,111.55,107.48,110.93,313417300,105.183,110.875,109.856,16.62,8.06737,-0.00198324
2025-04-14,NVDA,114.11,114.29,109.07,110.71,264705000,105.416,110.434,109.937,13.07,7.80619,0.0134586
2025-04-15,NVDA,110.97,113.62,110.5,112.2,228966900,105.621,110.272,110.153,15.9,7.73044,-0.0687166
2025-04-16,NVDA,104.55,106.79,100.45,104.49,397016900,105.028,109.621,109.614,-9.84,7.63598,
2025-01-02,AMD,122.29,123.14,119.44,120.63,34256200,,,120.63,,,0.0392938
2025-01-03,AMD,121.65,125.56,121.42,125.37,36785300,,,121.081,,,0.0333413
2025-01-06,AMD,129.07,130.73,127.36,129.55,48020200,,,121.888,,,-0.0171362
2025-01-07,AMD,130.51,131.71,126.85,127.33,39220400,,,122.406,,,-0.0431164
2025-01-08,AMD,124.51,125.3,120.12,121.84,46723100,,,122.352,,,-0.0476034
2025-01-10,AMD,118.18,118.71,114.45,116.04,59415600,,,121.751,-4.59,,0.0110307
2025-01-13,AMD,115.28,117.48,114.41,117.32,39128900,,,121.329,-8.05,,-0.0104842
2025-01-14,AMD,118,118.66,114.5,116.09,37005300,,,120.83,-13.46,,0.0333362
2025-01-15,AMD,117.55,120.42,117.46,119.96,38185800,,,120.747,-7.37,,-0.0126709
2025-01-16,AMD,120.24,121.09,118.25,118.44,29414100,121.257,,120.528,-3.39999,,0.0254981
2025-01-17,AMD,120.78,122.74,120.55,121.46,35765900,121.34,,120.616,5.42,,0.00675119
2025-01-21,AMD,122.39,123.75,121.12,122.28,31578800,121.031,,120.775,4.96,,0.0120216
2025-01-22,AMD,123.08,125.65,121.91,123.75,35023800,120.451,,121.058,7.66,,-0.00573737
2025-01-23,AMD,121.43,123.71,120.63,123.04,24921100,120.022,,121.247,3.08,,-0.00162552
2025-01-24,AMD,124.55,125.25,122.23,122.84,31570300,120.122,,121.399,4.39999,,-0.0637414
2025-01-27,AMD,117.8,118.08,112.8,115.01,61067900,120.019,,120.79,-6.45,,-0.00730375
2025-01-28,AMD,115.18,116.15,112.95,114.17,40554800,119.704,,120.16,-8.11,,0.0278532
2025-01-29,AMD,115.77,118.52,114.96,117.35,40199100,119.83,,119.892,-6.4,,0.0128675
2025-01-30,AMD,118.53,120.44,117.09,118.86,29788400,119.72,,119.794,-4.18,,-0.0244826
2025-01-31,AMD,119.14,119.57,115.33,115.95,40533600,119.471,120.364,119.428,-6.89,4.21652,-0.014489
2025-02-03,AMD,113.88,115.16,112.98,114.27,34586100,118.752,120.046,118.937,-0.740005,4.42983,0.0457688
2025-02-04,AMD,115.45,119.85,114.79,119.5,69412100,118.474,119.752,118.99,5.33,4.24931,-0.0626778
2025-02-05,AMD,107.61,112.09,106.5,112.01,110385200,117.3,118.875,118.325,-5.34,3.91789,-0.0165164
2025-02-06,AMD,110.93,112.56,109.02,110.16,50426600,116.012,118.017,117.548,-8.7,3.84837,-0.0236021
2025-02-07,AMD,109.13,109.92,106.79,107.56,46082500,114.484,117.303,116.597,-8.39,4.38854,0.0271477
2025-02-10,AMD,108.44,111.4,108.15,110.48,34905400,114.031,117.025,116.014,-3.78999,4.64157,0.00561183
2025-02-11,AMD,108.98,113.07,108.94,111.1,35033800,113.724,116.714,115.546,-8.4,4.8255,0.00558058
2025-02-12,AMD,109.52,111.84,109.06,111.72,25319700,113.161,116.495,115.182,-0.290001,4.95251,0.000805553
2025-02-13,AMD,112,114.6,110.4,111.81,40911800,112.456,116.088,114.861,1.64999,4.98761,0.0115374
2025-02-14,AMD,112.65,114.63,111.7,113.1,32477200,112.171,115.821,114.693,5.54,4.998,0.0104332
2025-02-18,AMD,114.05,115.55,113.45,114.28,31720300,112.172,115.462,114.654,3.8,4.82656,0.00358771
2025-02-19,AMD,114.25,116.11,113.14,114.69,28807700,111.691,115.082,114.657,3.59,4.5529,-0.004534
2025-02-20,AMD,115.01,116.55,113.11,114.17,27219600,111.907,114.603,114.611,2.45,4.07151,-0.029167
2025-02-21,AMD,114.85,115.76,110.43,110.84,41353700,111.975,113.993,114.252,-0.970001,3.63111,-0.0246301
2025-02-24,AMD,111.49,111.6,107.98,108.11,29072200,112.03,113.257,113.667,-4.99,3.21199,-0.0383868
2025-02-25,AMD,107.89,108.64,103.62,103.96,39169200,111.378,112.704,112.742,-10.32,3.79249,0.00750287
2025-02-26,AMD,104.95,105.8,103.99,104.74,29178200,110.742,112.233,111.98,-9.95,4.16828,-0.0499331
2025-02-27,AMD,105.08,105.76,99.5,99.51,47263700,109.521,111.341,110.792,-14.66,4.86607,0.00351722
2025-02-28,AMD,99.56,101.8,98.69,99.86,45194600,108.326,110.391,109.751,-10.98,5.1663,-0.0163228
2025-03-03,AMD,101.52,102.34,97.09,98.23,38958000,106.839,109.505,108.654,-9.88,5.65876,0.025654
2025-03-04,AMD,96,103.18,95.89,100.75,54156900,105.486,108.829,107.901,-3.21,5.86342,0.0091315
2025-03-05,AMD,100.36,101.84,98.87,101.67,27855500,104.184,107.938,107.308,-3.07,5.49976,-0.0277368
2025-03-06,AMD,99.05,101.08,98.27,98.85,28985000,102.652,107.279,106.502,-0.660004,5.7676,0.0147698
2025-03-07,AMD,98.88,100.65,96.39,100.31,33254400,101.599,106.787,105.913,0.449997,5.92703,-0.0366863
2025-03-10,AMD,98.57,101.29,95.83,96.63,38733200,100.451,106.24,105.028,-1.60001,6.34142,0.00134539
2025-03-11,AMD,96.79,98.16,94.73,96.76,34078300,99.731,105.554,104.241,-3.99,6.59566,0.0416494
2025-03-12,AMD,99.05,101.72,98.17,100.79,34241300,99.336,105.039,103.912,-0.879997,6.54211,-0.0265899
2025-03-13,AMD,99.72,100.07,97.27,98.11,28575200,99.196,104.358,103.36,-0.739998,6.51839,0.029151
2025-03-14,AMD,99.64,101.22,99.58,100.97,24715300,99.307,103.816,103.132,0.660004,6.31365,0.0358522
2025-03-17,AMD,102.6,106.15,102.6,104.59,43689500,99.943,103.391,103.271,7.96,5.93019,-0.010326
2025-03-18,AMD,103.85,104.55,102.97,103.51,27152800,100.219,102.852,103.294,6.75,5.34996,0.0262777
2025-03-19,AMD,104.42,107.9,101.96,106.23,32287500,100.675,102.429,103.573,5.44,4.65393,0.00856628
2025-03-20,AMD,105.12,108.26,105.12,107.14,26871800,101.504,102.078,103.913,9.03,3.92964,-0.00653348
2025-03-21,AMD,105.33,107.25,104.33,106.44,30767900,102.117,101.858,104.154,5.47,3.51453,0.0696166
2025-03-24,AMD,109.73,114.85,109.4,113.85,53342000,103.839,102.145,105.077,9.26,4.21626,0.00843214
2025-03-25,AMD,113.27,114.95,112.71,114.81,29077500,105.644,102.688,106.004,11.3,5.07305,-0.0402404
2025-03-26,AMD,114.11,115.9,108.68,110.19,39824000,106.584,102.96,106.403,3.96,5.32902,-0.0321263
2025-03-27,AMD,106.11,107.62,105.55,106.65,32773700,107.438,103.317,106.426,-0.489998,5.3249,-0.0321613
2025-03-28,AMD,105.53,106.51,102.48,103.22,31069100,107.663,103.485,106.121,-3.22,5.26273,-0.00465029
2025-03-31,AMD,100.24,102.82,98.8,102.74,30865300,107.478,103.71,105.799,-11.11,5.12041,0.000389341
2025-04-01,AMD,102.16,102.83,100.93,102.78,23523200,107.405,103.812,105.511,-12.03,5.07858,0.00175132
2025-04-02,AMD,101.52,104.19,100.76,102.96,20794000,107.078,103.876,105.268,-7.23,5.0581,-0.0889666
2025-04-03,AMD,97.79,99.45,93.64,93.8,50472500,105.744,103.624,104.176,-12.85,5.43428,-0.0857143
2025-04-04,AMD,90.1,91.08,83.67,85.76,65847000,103.676,102.897,102.422,-17.46,6.72252,-0.0247202
2025-04-07,AMD,80.68,89,77.75,83.64,70515400,100.655,102.247,100.633,-19.1,7.88656,-0.0649211
2025-04-08,AMD,86.15,88.93,76.48,78.21,69910200,96.995,101.32,98.4979,-24.57,9.493,0.238205
2025-04-09,AMD,79.22,97.91,78.87,96.84,97827400,95.66,101.122,98.34,-6.12,9.54554,-0.0840562
2025-04-10,AMD,91,92.95,85.06,88.7,65210600,93.865,100.651,97.4219,-5.10001,9.92614,0.0529877
2025-04-11,AMD,90.51,94.76,90.5,93.4,57892600,92.883,100.273,97.0389,7.64,10.0568,0.0117773
2025-04-14,AMD,97.11,97.37,93.45,94.5,36003000,92.059,99.7685,96.7971,10.86,10.0819,0.0083598
2025-04-15,AMD,94.66,96.85,94.62,95.29,28116500,91.31,99.3575,96.6536,17.08,10.0889,-0.07346
2025-04-16,AMD,87.61,90.47,85.3,88.29,62109000,89.843,98.4605,95.857,-8.55,10.2421,
2025-01-02,INTC,20.23,20.43,20,20.22,46438500,,,20.22,,,0.016815
2025-01-03,INTC,20.39,20.67,20.06,20.56,48983900,,,20.2524,,,-0.0335602
2025-01-06,INTC,20.83,20.98,19.78,19.87,83271000,,,20.216,,,0.00704577
2025-01-07,INTC,20.02,20.34,19.9,20.01,61726100,,,20.1963,,,-0.0064968
2025-01-08,INTC,19.83,20.12,19.71,19.88,47897100,,,20.1662,,,-0.0367203
2025-01-10,INTC,19.66,19.66,18.91,19.15,71244600,,,20.0694,-1.07,,0.00261103
2025-01-13,INTC,18.92,19.25,18.73,19.2,50669000,,,19.9866,-1.36,,0
2025-01-14,INTC,19.36,19.52,18.82,19.2,47147500,,,19.9117,-0.67,,0.0270833
2025-01-15,INTC,19.4,19.77,19.17,19.72,56306000,,,19.8935,-0.290001,,-0.00253546
2025-01-16,INTC,19.75,19.95,19.4,19.67,44898100,19.748,,19.8722,-0.209999,,0.0925267
2025-01-17,INTC,21.26,21.62,20.79,21.49,166483900,19.875,,20.0263,2.34,,0.0130293
2025-01-21,INTC,22.03,22.41,21.75,21.77,96262200,19.996,,20.1923,2.57,,0.00413414
2025-01-22,INTC,21.73,22.29,21.57,21.86,60972600,20.195,,20.3512,2.66,,-0.0132663
2025-01-23,INTC,21.69,21.75,21.35,21.57,55778200,20.351,,20.4672,1.85,,-0.0343069
2025-01-24,INTC,21.36,21.41,20.75,20.83,66300600,20.446,,20.5018,1.16,,-0.0259241
2025-01-27,INTC,20.81,21.06,20.14,20.29,83582100,20.56,,20.4816,-1.2,,-0.0241499
2025-01-28,INTC,20.34,20.34,19.74,19.8,73411400,20.62,,20.4167,-1.97,,-0.00252521
2025-01-29,INTC,19.87,20.08,19.66,19.75,86506800,20.675,,20.3532,-2.11,,0.0131646
2025-01-30,INTC,19.72,20.1,19.43,20.01,108167000,20.704,,20.3205,-1.56,,-0.0289855
2025-01-31,INTC,20.1,20.33,19.38,19.43,117474900,20.68,20.214,20.2357,-1.4,0.862837,-0.0025734
2025-02-03,INTC,18.97,19.75,18.78,19.38,77523100,20.469,20.172,20.1542,-0.910002,0.882745,-0.00464387
2025-02-04,INTC,19.1,19.53,19.02,19.29,54098200,20.221,20.1085,20.0719,-0.509998,0.898896,0.0186625
2025-02-05,INTC,19.19,19.77,18.91,19.65,66059200,20,20.0975,20.0317,-0.1,0.903303,-0.0137405
2025-02-06,INTC,19.51,19.7,19.22,19.38,45553800,19.781,20.066,19.9697,-0.630001,0.91739,-0.0144478
2025-02-07,INTC,19.35,19.36,19.03,19.1,58277900,19.608,20.027,19.8868,-0.33,0.941964,0.0350785
2025-02-10,INTC,19.25,20.08,19.24,19.77,73007300,19.556,20.058,19.8757,0.390001,0.921564,0.060698
2025-02-11,INTC,19.87,21.88,19.86,20.97,150960700,19.673,20.1465,19.9799,1.68,0.919819,0.0720076
2025-02-12,INTC,21.98,22.56,20.93,22.48,162631200,19.946,20.3105,20.218,2.83,1.0282,0.0733986
2025-02-13,INTC,22.84,24.83,22.79,24.13,248661300,20.358,20.531,20.5906,4.75,1.32495,-0.0219643
2025-02-14,INTC,24.36,25.19,22.86,23.6,230254100,20.775,20.7275,20.8772,4.5,1.47362,0.160593
2025-02-18,INTC,24.6,27.55,24.49,27.39,284292200,21.576,21.0225,21.4975,7.62,2.09418,-0.0609712
2025-02-19,INTC,25.98,26.33,25.46,25.72,151881700,22.219,21.22,21.8996,4.75,2.3402,0.0143857
2025-02-20,INTC,25.56,26.12,24.48,26.09,144939600,22.863,21.4315,22.2987,3.61,2.57995,-0.0467612
2025-02-21,INTC,25.96,26.29,24.84,24.87,111630900,23.412,21.5965,22.5436,0.740002,2.69235,-0.0241255
2025-02-24,INTC,24.55,24.8,23.62,24.27,91358100,23.929,21.7685,22.708,0.67,2.75007,-0.05274
2025-02-25,INTC,24.21,24.28,22.77,22.99,88886500,24.251,21.9035,22.7349,-4.4,2.73992,0.0230535
2025-02-26,INTC,23.25,23.82,23.21,23.52,67449300,24.506,22.0895,22.8096,-2.2,2.71577,-0.0182823
2025-02-27,INTC,23.7,24.4,23.07,23.09,97871900,24.567,22.2565,22.8363,-3,2.66658,0.0277176
2025-02-28,INTC,23.02,24.44,22.64,23.73,104133800,24.527,22.4425,22.9214,-1.14,2.63114,-0.0417193
2025-03-03,INTC,25,25.04,22.52,22.74,141348700,24.441,22.608,22.9042,-1.53,2.53399,-0.0620053
2025-03-04,INTC,22.54,22.63,20.76,21.33,152182200,23.835,22.7055,22.7542,-1.66,2.43898,-0.0243788
2025-03-05,INTC,21.33,21.36,20.18,20.81,127219300,23.344,22.7815,22.5691,-2.71,2.34897,-0.0028832
2025-03-06,INTC,20.26,21.13,20,20.75,96466400,22.81,22.8365,22.3958,-2.34,2.28376,-0.00530123
2025-03-07,INTC,20.27,21.2,20.11,20.64,81099600,22.387,22.8995,22.2286,-3.09,2.19921,-0.0343992
2025-03-10,INTC,20.24,20.51,19.65,19.93,82760600,21.953,22.941,22.0097,-2.81,2.13049,-0.00752632
2025-03-11,INTC,19.97,20.06,19.29,19.78,80789000,21.632,22.9415,21.7973,-1.55,2.12971,0.0455005
2025-03-12,INTC,20.79,21.17,20.21,20.68,128671100,21.348,22.927,21.6909,-0.129999,2.14477,0.146035
2025-03-13,INTC,23.5,24.53,23.13,23.7,243261000,21.409,22.988,21.8823,2.95,2.14874,0.0147679
2025-03-14,INTC,23.68,24.37,23.52,24.05,116901600,21.441,22.984,22.0887,3.41,2.14657,0.0681913
2025-03-17,INTC,24.42,26.15,24.37,25.69,160723600,21.736,23.0885,22.4317,5.76,2.22749,0.00895288
2025-03-18,INTC,25.55,26.41,25.39,25.92,132488800,22.195,23.015,22.7639,6.14,2.0986,-0.0694444
2025-03-19,INTC,24.9,25.23,24.03,24.12,135491400,22.526,22.935,22.8931,3.44,2.01905,-0.00663357
2025-03-20,INTC,23.77,24.31,23.73,23.96,68937600,22.847,22.8285,22.9947,0.259998,1.89632,0.0125209
2025-03-21,INTC,23.6,24.7,23.49,24.26,94110700,23.209,22.798,23.1152,0.210001,1.86643,-0.00164884
2025-03-24,INTC,24.72,24.99,24.13,24.22,69169000,23.638,22.7955,23.2204,-1.47,1.86438,-0.000825704
2025-03-25,INTC,24.18,24.75,24.11,24.2,51743300,24.08,22.856,23.3137,-1.72,1.89048,-0.0322314
2025-03-26,INTC,24.25,24.42,23.25,23.42,59496700,24.354,22.851,23.3238,-0.700001,1.88876,0.00853974
2025-03-27,INTC,23.29,23.76,22.86,23.62,57720600,24.346,22.8775,23.352,-0.339998,1.89599,-0.0385267
2025-03-28,INTC,23.35,23.58,22.56,22.71,58365300,24.212,22.8265,23.2909,-1.55,1.88554,0
2025-03-31,INTC,22.38,22.75,21.75,22.71,65832000,23.914,22.825,23.2356,-1.51,1.88563,-0.0290621
2025-04-01,INTC,22.56,22.62,21.66,22.05,64060400,23.527,22.861,23.1227,-2.15,1.86231,-0.00317459
2025-04-02,INTC,21.89,22.38,21.7,21.98,58878800,23.313,22.9195,23.0138,-1.44,1.8122,0.0204732
2025-04-03,INTC,21.4,23.9,20.86,22.43,242972100,23.16,23.0035,22.9582,-1.19,1.744,-0.115025
2025-04-04,INTC,21.7,22.2,19.7,19.85,175014700,22.719,22.964,22.6622,-2.86,1.80811,-0.0141058
2025-04-07,INTC,19.14,20.67,18.56,19.57,142491200,22.254,22.946,22.3677,-3.14,1.84139,-0.073582
2025-04-08,INTC,20.06,20.39,17.67,18.13,163982700,21.647,22.8635,21.9641,-3.92,2.01909,0.187535
2025-04-09,INTC,18.07,21.73,17.98,21.53,224183500,21.458,22.906,21.9228,-0.449999,1.97926,-0.0766373
2025-04-10,INTC,20.68,20.82,19.16,19.88,129064900,21.084,22.715,21.7282,-2.55,2.08035,-0.00704222
2025-04-11,INTC,19.25,19.8,18.18,19.74,128425800,20.787,22.4995,21.5389,-0.110001,2.15661,0.0288754
2025-04-14,INTC,20.59,21.05,19.98,20.31,101964400,20.547,22.2305,21.4218,0.74,2.07156,-0.0226489
2025-04-15,INTC,20.2,20.47,19.81,19.85,64056900,20.327,21.927,21.2721,1.72,1.94325,-0.0312343
2025-04-16,INTC,19.34,19.43,18.72,19.23,89469700,20.052,21.6825,21.0776,-2.3,1.96036,
2025-01-02,ADBE,447.76,450.12,440.56,441,2504700,,,441,,,-0.0236508
2025-01-03,ADBE,429.45,433.3,425.32,430.57,5617000,,,440.007,,,0.00141669
2025-01-06,ADBE,431.88,436.41,427.79,431.18,3994400,,,439.166,,,-0.0198293
2025-01-07,ADBE,431.37,435.18,420.51,422.63,4181400,,,437.591,,,-0.00721676
2025-01-08,ADBE,417.34,422.66,415.51,419.58,3508800,,,435.876,,,-0.0325563
2025-01-10,ADBE,410,413.1,405.32,405.92,5564300,,,433.023,-35.08,,0.0063559
2025-01-13,ADBE,404.27,409.96,403.75,408.5,4558800,,,430.687,-22.07,,0.010306
2025-01-14,ADBE,407.25,412.75,405.07,412.71,3577100,,,428.975,-18.47,,0.0110732
2025-01-15,ADBE,421.7,423.97,415.66,417.28,4345800,,,427.861,-5.35001,,0.0231259
2025-01-16,ADBE,418.21,428.89,418,426.93,4185600,421.63,,427.773,7.35001,,0.00716745
2025-01-17,ADBE,434.35,435.99,425.7,429.99,4012700,420.529,,427.984,24.07,,0.0148143
2025-01-21,ADBE,433.26,439.98,431.5,436.36,3833300,421.108,,428.782,27.86,,0.00220007
2025-01-22,ADBE,438,439.73,433.43,437.32,3391600,421.722,,429.595,24.61,,-9.14857e-05
2025-01-23,ADBE,435.88,437.73,432.49,437.28,2716700,423.187,,430.327,20,,-0.00434503
2025-01-24,ADBE,437.28,441.88,434.73,435.38,2631800,424.767,,430.808,8.45001,,0.00739584
2025-01-27,ADBE,430.23,445.45,430.12,438.6,5086300,428.035,,431.55,8.61002,,0.0096671
2025-01-28,ADBE,436.27,445.81,431.64,442.84,5376400,431.469,,432.625,6.48001,,-0.00261946
2025-01-29,ADBE,439.92,444.36,438.83,441.68,2997600,434.366,,433.488,4.35999,,0.00978085
2025-01-30,ADBE,439.67,448.42,439.23,446,3290100,437.238,,434.679,8.72,,-0.0191704
2025-01-31,ADBE,446.98,447.01,435.83,437.45,4689100,438.29,429.96,434.943,2.07001,11.8334,0.00262886
2025-02-03,ADBE,437.8,442.74,430.88,438.6,3348700,439.151,429.84,435.291,0,11.7273,0.00371638
2025-02-04,ADBE,435.43,443.58,434.26,440.23,2647700,439.538,430.323,435.762,-2.60999,11.9556,-0.00590602
2025-02-05,ADBE,440.75,444.95,436.27,437.63,2937800,439.569,430.646,435.94,-4.04999,12.0664,-0.00509565
2025-02-06,ADBE,437.63,439.96,434.35,435.4,2568100,439.381,431.284,435.888,-10.6,11.9573,-0.00535137
2025-02-07,ADBE,436.24,441,432.41,433.07,2693500,439.15,431.959,435.62,-4.38,11.6386,0.041633
2025-02-10,ADBE,439.25,453.37,439,451.1,3946700,440.4,434.218,437.094,12.5,10.6623,0.0171137
2025-02-11,ADBE,449,461.55,448.29,458.82,3257000,441.998,436.734,439.163,18.59,10.2014,0.00858725
2025-02-12,ADBE,458,463,451.3,462.76,3308500,444.106,439.236,441.411,25.13,10.1367,-0.00764977
2025-02-13,ADBE,465.21,465.7,457.03,459.22,2794400,445.428,441.333,443.107,23.82,9.68356,0.00204695
2025-02-14,ADBE,463.35,464.99,458,460.16,2623000,447.699,442.995,444.731,27.09,9.9299,0.00858393
2025-02-18,ADBE,462.65,464.33,453.07,464.11,2973800,450.25,444.701,446.577,13.01,10.4931,-0.0153412
2025-02-19,ADBE,463.61,463.61,455.32,456.99,2965500,451.926,445.732,447.568,-1.83002,10.643,-0.00503291
2025-02-20,ADBE,457.44,461,451.57,454.69,2337600,453.632,446.601,448.247,-8.07001,10.6291,-0.0228067
2025-02-21,ADBE,453.28,453.75,440.69,444.32,3376000,454.524,446.953,447.873,-14.9,10.4187,0.000225077
2025-02-24,ADBE,445.11,446.28,440.91,444.42,2807900,455.659,447.405,447.544,-15.74,10.0808,-0.00227265
2025-02-25,ADBE,443.47,447.49,439.17,443.41,2612700,454.89,447.645,447.15,-20.7,9.91573,-0.00430753
2025-02-26,ADBE,443.8,447.65,438.4,441.5,1947600,453.158,447.578,446.612,-15.49,9.95436,-0.00976217
2025-02-27,ADBE,441.79,444.57,436.82,437.19,2340200,450.601,447.354,445.715,-17.5,10.1432,0.00313364
2025-02-28,ADBE,438.16,440.37,432.1,438.56,3936900,448.535,446.982,445.033,-5.76001,10.3302,0.00492522
2025-03-03,ADBE,440.65,448.09,438.21,440.72,2607700,446.591,447.145,444.622,-3.70001,10.1964,0.0120485
2025-03-04,ADBE,439.25,448.82,434.7,446.03,2942200,444.783,447.517,444.757,2.62,10.0022,0.0116808
2025-03-05,ADBE,443.65,453.26,443.11,451.24,2406200,444.208,448.067,445.374,9.73999,9.8823,-0.0143161
2025-03-06,ADBE,444.73,452.19,441.19,444.78,2732100,443.217,448.425,445.317,7.59,9.61045,0.0103871
2025-03-07,ADBE,442,452.51,440.99,449.4,3039500,443.725,449.125,445.706,10.84,9.10861,-0.0318647
2025-03-10,ADBE,443.11,444.54,433.23,435.08,4001600,442.791,449.225,444.694,-5.64001,8.93152,-0.00326373
2025-03-11,ADBE,432.88,441.33,431,433.66,3145200,441.816,448.353,443.643,-12.37,9.56753,0.0113914
2025-03-12,ADBE,436.69,443.9,435.5,438.6,5515900,441.526,447.342,443.163,-12.64,9.4711,-0.138532
2025-03-13,ADBE,405.27,405.77,374.5,377.84,14386600,435.591,443.096,436.942,-66.94,17.6763,0.0447279
2025-03-14,ADBE,379.75,396.36,377.8,394.74,6134800,431.209,439.872,432.923,-54.66,20.2706,0.0116533
2025-03-17,ADBE,394.12,399.94,387.13,399.34,4258500,427.071,436.831,429.724,-35.74,21.5862,-0.0199579
2025-03-18,ADBE,395.36,395.95,384.57,391.37,4297300,421.605,433.194,426.071,-42.29,22.8396,-0.00889179
2025-03-19,ADBE,394.1,395.26,387,387.89,4349900,415.27,429.739,422.435,-50.71,24.2343,0.00443417
2025-03-20,ADBE,386.9,397.82,385.8,389.61,4009500,409.753,426.485,419.309,11.77,25.0628,-0.00603161
2025-03-21,ADBE,384.13,389.85,382.45,387.26,7607300,403.539,423.632,416.257,-7.47998,26.1499,0.018618
2025-03-24,ADBE,392.47,396.86,391.38,394.47,5223000,399.478,421.134,414.182,-4.87,26.4436,0.0232464
2025-03-25,ADBE,393.57,404.32,392.99,403.64,3648600,396.476,419.146,413.178,12.27,26.1743,-0.0144436
2025-03-26,ADBE,403,404.5,397.01,397.81,3425000,392.397,416.961,411.714,9.91998,26.0333,-0.00417286
2025-03-27,ADBE,397.44,401.48,392.51,396.15,2729700,394.228,414.909,410.232,6.54001,25.9723,-0.0263537
2025-03-28,ADBE,393.89,396.92,384.76,385.71,3830300,393.325,412.267,407.896,-1.55002,26.1274,-0.0056519
2025-03-31,ADBE,380,384.8,374.67,383.53,3960700,391.744,409.407,405.576,-10.94,25.9787,-0.000860393
2025-04-01,ADBE,381.13,384,375.53,383.2,3847800,390.927,406.266,403.445,-20.44,25.101,0.00673274
2025-04-02,ADBE,378.28,388,376.54,385.78,2859100,390.716,402.993,401.762,-12.03,23.1175,-0.0480326
2025-04-03,ADBE,371.88,376.01,366.29,367.25,5324400,388.48,399.116,398.476,-28.9,22.2247,-0.049503
2025-04-04,ADBE,359,361.73,348.8,349.07,5867600,384.661,394.1,393.77,-36.64,21.5916,-0.023978
2025-04-07,ADBE,335.54,358.36,332.01,340.7,7690900,379.284,389.381,388.716,-42.83,22.4599,-0.00205463
2025-04-08,ADBE,350.1,350.74,333.83,340,6650800,372.92,384.698,384.076,-43.2,22.5059,0.0724706
2025-04-09,ADBE,338.74,365.72,333.43,364.64,7186300,369.603,381,382.225,-21.14,18.9836,-0.0400121
2025-04-10,ADBE,360.97,362.5,341.52,350.05,5695000,364.993,379.611,379.161,-17.2,20.2048,0.00691334
2025-04-11,ADBE,351.44,353.1,342.35,352.47,3941800,361.669,377.497,376.619,3.39999,20.7426,-0.0044259
2025-04-14,ADBE,359.51,362.05,348.5,350.91,3286000,358.407,375.076,374.17,10.21,20.8848,-0.00151036
2025-04-15,ADBE,351.05,356.49,349.19,350.38,3030400,355.125,373.026,371.905,10.38,21.2103,-0.0176665
2025-04-16,ADBE,345,350.38,341.31,344.19,3687900,350.966,370.841,369.265,-20.45,21.84,
2025-01-02,AVGO,235.448,238.777,229.545,231.28,31525800,,,231.28,,,0.00245712
2025-01-03,AVGO,232.885,235.777,228.309,231.848,24973200,,,231.334,,,0.0165986
2025-01-06,AVGO,235.787,241.021,232.596,235.697,34028400,,,231.75,,,-0.0328667
2025-01-07,AVGO,238.777,238.777,226.913,227.95,25928600,,,231.388,,,0.00293039
2025-01-08,AVGO,229.007,231.769,225.378,228.618,18756500,,,231.124,,,-0.0218046
2025-01-10,AVGO,226.614,227.143,220.583,223.633,23864000,,,230.411,-7.64687,,0.00436899
2025-01-13,AVGO,219.326,228.568,218.848,224.61,23772100,,,229.858,-7.2381,,-0.00261887
2025-01-14,AVGO,225.886,229.565,222.427,224.022,18143100,,,229.302,-11.6747,,0.0146863
2025-01-15,AVGO,227.861,229.645,224.899,227.312,21745600,,,229.113,-0.638062,,0.00618421
2025-01-16,AVGO,234.51,237.88,228.519,228.718,23471900,228.369,,229.075,0.0997009,,0.0350029
2025-01-17,AVGO,236.365,237.382,231.958,236.724,31196600,228.913,,229.804,13.0904,,0.0120872
2025-01-21,AVGO,240.771,242.018,236.684,239.585,30903200,229.687,,230.735,14.9747,,0.00249678
2025-01-22,AVGO,246.006,246.245,239.964,240.183,29610500,230.136,,231.635,16.1611,,-0.00261508
2025-01-23,AVGO,237.691,239.675,235.408,239.555,17653900,231.296,,232.389,12.243,,0.0183952
2025-01-24,AVGO,243.962,248.837,241.18,243.962,25387800,232.83,,233.491,15.2439,,-0.173968
2025-01-27,AVGO,212.756,217.771,195.638,201.52,90569400,230.619,,230.447,-35.2035,,0.0258744
2025-01-28,AVGO,207.382,209.317,198.29,206.734,50316000,228.832,,228.188,-32.8506,,-0.00487078
2025-01-29,AVGO,208.21,210.812,202.158,205.727,32533700,227.002,,226.049,-34.4557,,0.0451176
2025-01-30,AVGO,217.911,221.29,213.055,215.009,42449500,225.772,,224.998,-24.5457,,0.0260132
2025-01-31,AVGO,218.997,226.116,215.647,220.602,41151000,224.96,226.665,224.579,-23.3593,11.958,-0.0159987
2025-02-03,AVGO,214.81,220.273,212.866,217.073,24507300,222.995,225.954,223.864,15.5529,12.0907,0.0215864
2025-02-04,AVGO,218.688,222.357,214.65,221.759,23768500,221.213,225.45,223.664,15.0245,12.0422,0.0430248
2025-02-05,AVGO,233.234,237.212,226.814,231.3,29196000,220.324,225.23,224.391,25.5726,11.8844,-0.00275859
